pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC8546774,10.5498/wjp.v11.i10.805,Connecting brain and body: Transdiagnostic relevance of connective tissue variants to neuropsychiatric symptom expression.,World J Psychiatry,2021 Oct 19,2021,post-2017 (2017 international classification),review_or_study,True,,1,14,,"The value of such a strategy is illustrated by a recent longitudinal study, which demonstrated that hypermobile children at age 14 years were more likely to suffer from anxiety and depression by age 18 years[10].",,14,adolescent (12-17),years,female,True,True,False,False,False,2017 international classification; Brighton; Beighton,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; fatigue; gi_symptoms; headache_migraine; brain_fog; palpitations; medication_sensitivity,hEDS; hypermobile EDS; JHS; HSD; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:06.599552,hEDS_HSD,True,False,False
PMC8405372,10.1002/ccr3.4128,A novel COL1A1 variant in a family with clinical features of hypermobile Ehlers-Danlos syndrome that proved to be a COL1-related overlap disorder.,Clin Case Rep,2021 Sep,2021,post-2017 (2017 international classification),case_report,True,,17,38,,"3) was first seen at the French Reference Center for nonvascular EDS, for a suspicion of hEDS, at the age of 38.",,38,adult (30-44),years,female,True,True,False,False,False,2017 international classification,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms; headache_migraine,hEDS; hypermobile EDS; JHS; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:06.674991,hEDS_HSD,True,False,False
PMC8312172,10.1177/14799731211025313,A review of respiratory manifestations and their management in Ehlers-Danlos syndromes and hypermobility spectrum disorders.,Chron Respir Dis,2021 Jan-Dec,2021,post-2017 (2017 international classification),clinical_study,True,,6,49,,,,49,middle aged (45-59),years,male,True,False,True,False,False,Brighton; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising,EDS type III; hEDS; hypermobile EDS; JHS; HSD; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:07.516858,hEDS_HSD,True,False,False
PMC8212839,10.12659/AJCR.930840,"A Young Woman with Excessive Fat in Lower Extremities Develops Disordered Eating and Is Subsequently Diagnosed with Anorexia Nervosa, Lipedema, and Hypermobile Ehlers-Danlos Syndrome.",Am J Case Rep,2021 Jun 14,2021,post-2017 (2017 international classification),case_report,True,,1,31,,"Patient: Female, 31-year-oldFinal Diagnosis: LipedemaSymptoms: Bruising • leg edema • leg painMedication: -Clinical Procedure: -Specialty: Endocrinology and Metabolic • Family Medicine • Medicine, General and Internal • Metabolic Disorders and Diabetics • Plastic Surgery • PsychiatryObjective:Rare c...",,31,adult (30-44),years,female,True,False,False,False,False,Beighton,,joint_hypermobility; chronic_pain; tachycardia; syncope; easy_bruising; headache_migraine,hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:07.676157,hEDS_HSD,True,False,False
PMC8235512,10.3390/children8060512,"Fetal Fractures in an Infant with Maternal Ehlers-Danlos Syndrome, CCDC134 Pathogenic Mutation and a Negative Genetic Test for Osteogenesis Imperfecta.",Children (Basel),2021 Jun 17,2021,post-2017 (2017 international classification),case_report,True,,350,34,,"The mother was a 34-year-old, G2A1 healthy woman who immigrated from Morocco.",,34,adult (30-44),years,male,True,False,False,False,False,Beighton,5,joint_hypermobility; subluxations_dislocations; chronic_pain; flushing; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms,EDS hypermobility type; hEDS; JHS; dysautonomia,rule_based_v3,2026-04-16T20:48:07.698855,hEDS_HSD,True,False,False
PMC8149255,10.1155/2021/8875003,Association between Postural Orthostatic Tachycardia Syndrome and Joint Hypermobility.,Case Rep Cardiol,2021,2021,post-2017 (2017 international classification),case_report,True,,170,16,,"Clinical CaseThis is the case of a 16-year-old female patient with a 4-year history of snapping sound in the joints of hips, elbows, and knees, especially in extension, with noninflammatory polyarthralgia and persistent headache.",,16,adolescent (12-17),years,female,True,True,True,False,True,Brighton; Beighton,7,joint_hypermobility; subluxations_dislocations; orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; neuropathy,JHS; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:07.731089,hEDS_HSD,True,False,False
PMC8121728,10.1007/s10143-020-01345-9,"Atlanto-axial rotary instability (Fielding type 1): characteristic clinical and radiological findings, and treatment outcomes following alignment, fusion, and stabilization.",Neurosurg Rev,2021 Jun,2021,post-2017 (2017 international classification),case_report,True,,20,18,,"The subjects were composed of 16 females and 4 males from 11 different states, age 18-54 years, average age 34 years at time of surgery.",,18,young adult (18-29),years,,True,False,True,False,False,,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; chiari; brain_fog; palpitations,EDS hypermobility type; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:07.805439,EDS_mentioned_but_excluded,False,False,True
PMC7786113,10.1016/j.jtauto.2020.100077,Ehlers-Danlos Syndrome: Immunologic contrasts and connective tissue comparisons.,J Transl Autoimmun,2021,2021,post-2017 (2017 international classification),review_or_study,True,,1,11,,"Without known family history, 50% of children diagnosed with vascular EDS often experience major complications by a mean age of 11 years.",,11,childhood (5-11),years,,True,True,True,False,True,2017 international classification; Villefranche; Brighton; Beighton,1,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; skin_hyperextensibility; easy_bruising; fatigue; headache_migraine; neuropathy; mitral_valve_prolapse,EDS type III; hEDS; hypermobile EDS; JHS; HSD; POTS; postural tachycardia syndrome; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:08.069242,hEDS_HSD,True,False,False
PMC8778312,10.3390/medicina58010028,Orthostatic Symptoms and Reductions in Cerebral Blood Flow in Long-Haul COVID-19 Patients: Similarities with Myalgic Encephalomyelitis/Chronic Fatigue Syndrome.,Medicina (Kaunas),2021 Dec 24,2021,post-2017 (2017 international classification),clinical_study,True,,19,,child,,3-12 years,7.5,childhood (5-11),years,,True,True,False,False,False,Beighton; 2015 POTS consensus,1,joint_hypermobility; orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; palpitations,hEDS; hypermobile EDS; JHS; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:21.643278,hEDS_HSD,True,False,False
PMC8716749,10.1093/ehjcr/ytab325,COVID-19 and postural tachycardia syndrome: a case series.,Eur Heart J Case Rep,2021 Dec,2021,post-2017 (2017 international classification),case_report,True,,10,24,,"Case summaryA total of seven active patients (three collegiate athletes, one recreational athlete, two registered nurses, one hospitality employee), age 24 ± 6 years, and six females were followed for a mean of 152 ± 105 days after contracting COVID-19.",,24,young adult (18-29),years,male,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; neuropathy; palpitations,postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.702340,,False,False,False
PMC8679991,10.14797/mdcvj.1039,Arrhythmias in COVID-19.,Methodist Debakey Cardiovasc J,2021,2021,post-2017 (2017 international classification),clinical_study,True,,19,18,,The ACOVID (Arrhythmias in hospitalized patients with COVID-19) study in Denmark recruited individuals over age 18 admitted with COVID-19 to one of six nearby hospitals in Copenhagen and prospectively monitored them for various arrhythmias.,,18,young adult (18-29),years,,False,True,False,False,False,,,tachycardia,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:21.762187,,False,False,False
PMC8721424,10.1177/2050313X211066647,"Quadruple-negative RT-PCR assay for COVID-19, but clinically and radiologically COVID pneumonia with POTS: Case report and case-based review.",SAGE Open Med Case Rep,2021,2021,post-2017 (2017 international classification),review_or_study,True,,1,25,,A 25-year-old woman with a background history of bronchial asthma and intellectual disability presented to hospital with progressively worsening dyspnoea.,,25,young adult (18-29),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; fatigue,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:21.775573,,False,False,False
PMC8621226,10.3390/jcdd8110156,Post-Acute Sequelae of COVID-19 and Cardiovascular Autonomic Dysfunction: What Do We Know?,J Cardiovasc Dev Dis,2021 Nov 15,2021,post-2017 (2017 international classification),clinical_study,True,,19,70,,"One case was of a 70-year-old lady hospitalized due to recurrent syncope and non-epileptic seizures, who tested positive for SARS-CoV-2 on the same day [61].",,70,older adult (60-74),years,female,False,True,True,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; fatigue; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:21.900064,,False,False,False
PMC8506054,10.21037/tp-21-153,Midodrine overdose in children: a case report and review of treatment for hypertensive emergencies.,Transl Pediatr,2021 Sep,2021,post-2017 (2017 international classification),case_report,True,,1,12,,We present a case of a 12-year-old who intentionally ingested 100 mg of midodrine and presented with a hypertensive emergency and seizure activity.,,12,adolescent (12-17),years,female,False,True,False,False,False,,,tachycardia; syncope; gi_symptoms; headache_migraine; medication_sensitivity,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.909602,,False,False,False
PMC8510689,10.3399/BJGP.2021.0265,"Recommendations for the recognition, diagnosis, and management of long COVID: a Delphi study.",Br J Gen Pract,2021 Nov,2021,post-2017 (2017 international classification),clinical_study,True,,17,18,,,,18,young adult (18-29),years,,False,True,True,False,False,MCAS consensus criteria,,orthostatic_intolerance; tachycardia; urticaria; anaphylaxis; fatigue; gi_symptoms; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:22.125755,,False,False,False
PMC8555928,10.7759/cureus.18398,Management of Long-COVID Postural Orthostatic Tachycardia Syndrome With Enhanced External Counterpulsation.,Cureus,2021 Sep,2021,post-2017 (2017 international classification),case_report,True,,1,57,,A 57-year-old female was diagnosed with COVID-19 in December 2020.,,57,middle aged (45-59),years,female,True,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; fatigue; headache_migraine; neuropathy; chiari; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:22.135509,EDS_mentioned_but_excluded,False,False,True
PMC8387908,10.1016/j.jtauto.2021.100112,Maintenance therapy with subcutaneous immunoglobulin in a patient with immune-mediated neuropathic postural tachycardia syndrome.,J Transl Autoimmun,2021,2021,post-2017 (2017 international classification),review_or_study,True,,1,35,,"AimsWe describe the disease course of a 35-year-old female with an autoimmune mediated neuropathic postural tachycardia syndrome (PoTS), who responded to immunoglobulin therapy and stabilized on maintenance therapy with subcutaneous immunoglobulin (SCIg).",,35,adult (30-44),years,female,True,True,True,False,True,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome; dysautonomia; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:22.152181,hEDS_HSD,True,False,False
PMC8405341,10.1155/2021/7809231,Clinical and Laboratory Improvement in Hyperadrenergic Postural Orthostatic Tachycardia Syndrome (POTS) after COVID-19 Infection.,Case Rep Cardiol,2021,2021,post-2017 (2017 international classification),case_report,True,,1,32,,"A 32-year-old woman with a history of symptomatic supraventricular tachycardia, inappropriate sinus tachycardia, and hyperadrenergic POTS was treated with ivabradine and metoprolol.",,32,adult (30-44),years,female,False,True,False,False,False,,,joint_hypermobility; tachycardia; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:22.159104,,False,False,False
PMC8204164,10.1136/bcr-2021-243585,COVID-19-induced postural orthostatic tachycardia syndrome treated with ivabradine.,BMJ Case Rep,2021 Jun 14,2021,post-2017 (2017 international classification),case_report,True,,1,22,,A 22-year-old woman was referred with exertional dyspnoea and chest tightness 3 weeks following a diagnosis of COVID-19.,,22,young adult (18-29),years,female,False,True,False,False,False,,,joint_hypermobility; orthostatic_intolerance; tachycardia; fatigue; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:22.162519,,False,False,False
PMC8137224,10.1136/bmjgh-2020-003814,Novel vaccine safety issues and areas that would benefit from further research.,BMJ Glob Health,2021 May,2021,post-2017 (2017 international classification),animal_study,True,,6,9,,"These analyses showed that in seropositive trial participants aged 9-16 years, in the 66 months after administration of the first vaccine dose, the vaccine was protective.",,9,childhood (5-11),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; anaphylaxis; fatigue; gi_symptoms; headache_migraine,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:22.210461,,False,False,False
